Intrinsic Name,Instruction Set,REF,SSE,SSE2,SSE3,SSSE3,SSE4A,SSE4.1,SSE4.2,SSE5
_mm_abs_epi16,SSSE3,X,,X,,X,,,,
_mm_abs_epi32,SSSE3,X,,X,,X,,,,
_mm_abs_epi8,SSSE3,X,,X,,X,,,,
_mm_add_epi16,SSE2,,,X,,,,,,
_mm_add_epi32,SSE2,,,X,,,,,,
_mm_add_epi64,SSE2,,,X,,,,,,
_mm_add_epi8,SSE2,,,X,,,,,,
_mm_add_pd,SSE2,,,X,,,,,,
_mm_add_ps ,SSE,,X,,,,,,,
_mm_add_sd,SSE2,,,X,,,,,,
_mm_add_si64,SSE2,,,X,,,,,,
_mm_add_ss ,SSE,,X,,,,,,,
_mm_adds_epi16,SSE2,,,X,,,,,,
_mm_adds_epi8,SSE2,,,X,,,,,,
_mm_adds_epu16,SSE2,,,X,,,,,,
_mm_adds_epu8,SSE2,,,X,,,,
_mm_addsub_pd,SSE3,X,,X,X,,,
_mm_addsub_ps,SSE3,X,,X,X,,,
_mm_alignr_epi8,SSSE3,X,,X,,X,,
_mm_and_pd,SSE2,,,X,,,,
_mm_and_ps ,SSE,,X,,,,,
_mm_and_si128,SSE2,,,X,,,,
_mm_andnot_pd,SSE2,,,X,,,,
_mm_andnot_ps ,SSE,,X,,,,,
_mm_andnot_si128,SSE2,,,X,,,,
_mm_avg_epu16,SSE2,,,X,,,,
_mm_avg_epu8,SSE2,,,X,,,,
_mm_avg_pu16,SSE,,X,,,,,
_mm_avg_pu8,SSE,,X,,,,,
_mm_blend_epi16,SSE4.1,X,,X,,,,X
_mm_blend_pd,SSE4.1,X,,X,,,,X
_mm_blend_ps,SSE4.1,X,,,,,,X,,
_mm_blendv_epi8,SSE4.1,X,,X,,,,X,,
_mm_blendv_pd,SSE4.1,X,,,,,,X,,
_mm_blendv_ps,SSE4.1,X,,,,,,X,,
_mm_castpd_ps,SSE2,,,X,,,,,,
_mm_castpd_si128,SSE2,,,X,,,,,,
_mm_castps_pd,SSE2,,,X,,,,,,
_mm_castps_si128,SSE2,,,X,,,,,,
_mm_castsi128_pd,SSE2,,,X,,,,,,
_mm_castsi128_ps,SSE2,,,X,,,,,,
_mm_ceil_pd,SSE4.1,X,,,,,,X,,
_mm_ceil_ps,SSE4.1,X,,X,,,,X,,
_mm_ceil_sd,SSE4.1,X,,,,,,X,,
_mm_ceil_ss,SSE4.1,X,,,,,,X,,
_mm_clflush,SSE2,,,X,,,,,,
_mm_cmov_si128,SSE5,,,,,,,,,X
_mm_cmpeq_epi16,SSE2,,,X,,,,,
_mm_cmpeq_epi32,SSE2,,,X,,,,,
_mm_cmpeq_epi64,SSE4.1,X,,X,,,,X,
_mm_cmpeq_epi8,SSE2,,,X,,,,,
_mm_cmpeq_pd,SSE2,,,X,,,,,
_mm_cmpeq_ps ,SSE,,X,,,,,,
_mm_cmpeq_sd,SSE2,,,X,,,,,
_mm_cmpeq_ss ,SSE,,X,,,,,,
_mm_cmpestra,SSE4.2,,,,,,,,X
_mm_cmpestrc,SSE4.2,,,,,,,,X
_mm_cmpestri,SSE4.2,,,,,,,,X
_mm_cmpestrm,SSE4.2,,,,,,,,X
_mm_cmpestro,SSE4.2,,,,,,,,X
_mm_cmpestrs,SSE4.2,,,,,,,,X
_mm_cmpestrz,SSE4.2,,,,,,,,X
_mm_cmpge_pd,SSE2,,,X,,,,,
_mm_cmpge_ps ,SSE,,X,,,,,,
_mm_cmpge_sd,SSE2,,,X,,,,,
_mm_cmpge_ss ,SSE,,X,,,,,,
_mm_cmpgt_epi16,SSE2,,,X,,,,,
_mm_cmpgt_epi32,SSE2,,,X,,,,,
_mm_cmpgt_epi64,SSE4.2,,,,,,,,X
_mm_cmpgt_epi8,SSE2,,,X,,,,,
_mm_cmpgt_pd,SSE2,,,X,,,,,
_mm_cmpgt_ps ,SSE,,X,,,,,,
_mm_cmpgt_sd,SSE2,,,X,,,,,
_mm_cmpgt_ss ,SSE,,X,,,,,,
_mm_cmpistra,SSE4.2,,,,,,,,X
_mm_cmpistrc,SSE4.2,,,,,,,,X
_mm_cmpistri,SSE4.2,,,,,,,,X
_mm_cmpistrm,SSE4.2,,,,,,,,X
_mm_cmpistro,SSE4.2,,,,,,,,X
_mm_cmpistrs,SSE4.2,,,,,,,,X
_mm_cmpistrz,SSE4.2,,,,,,,,X
_mm_cmple_pd,SSE2,,,X,,,,,
_mm_cmple_ps ,SSE,,X,,,,,,
_mm_cmple_sd,SSE2,,,X,,,,,
_mm_cmple_ss ,SSE,,X,,,,,,
_mm_cmplt_epi16,SSE2,,,X,,,,,
_mm_cmplt_epi32,SSE2,,,X,,,,,
_mm_cmplt_epi8,SSE2,,,X,,,,,
_mm_cmplt_pd,SSE2,,,X,,,,,
_mm_cmplt_ps ,SSE,,X,,,,,,
_mm_cmplt_sd,SSE2,,,X,,,,,
_mm_cmplt_ss ,SSE,,X,,,,,,
_mm_cmpneq_pd,SSE2,,,X,,,,,
_mm_cmpneq_ps ,SSE,,X,,,,,,
_mm_cmpneq_sd,SSE2,,,X,,,,,
_mm_cmpneq_ss ,SSE,,X,
_mm_cmpnge_pd,SSE2,,,X
_mm_cmpnge_ps ,SSE,,X,
_mm_cmpnge_sd,SSE2,,,X
_mm_cmpnge_ss ,SSE,,X,
_mm_cmpngt_pd,SSE2,,,X
_mm_cmpngt_ps ,SSE,,X,
_mm_cmpngt_sd,SSE2,,,X
_mm_cmpngt_ss ,SSE,,X,
_mm_cmpnle_pd,SSE2,,,X
_mm_cmpnle_ps ,SSE,,X,
_mm_cmpnle_sd,SSE2,,,X
_mm_cmpnle_ss ,SSE,,X,
_mm_cmpnlt_pd,SSE2,,,X
_mm_cmpnlt_ps ,SSE,,X,
_mm_cmpnlt_sd,SSE2,,,X
_mm_cmpnlt_ss ,SSE,,X,,,,,,,
_mm_cmpord_pd,SSE2,,,X,,,,,,
_mm_cmpord_ps ,SSE,,X,,,,,,,
_mm_cmpord_sd,SSE2,,,X,,,,,,
_mm_cmpord_ss ,SSE,,X,,,,,,,
_mm_cmpunord_pd,SSE2,,,X,,,,,,
_mm_cmpunord_ps ,SSE,,X,,,,,,,
_mm_cmpunord_sd,SSE2,,,X,,,,,,
_mm_cmpunord_ss ,SSE,,X,,,,,,,
_mm_comeq_epi16,SSE5,,,,,,,,,X
_mm_comeq_epi32,SSE5,,,,,,,,,X
_mm_comeq_epi64,SSE5,,,,,,,,,X
_mm_comeq_epi8,SSE5,,,,,,,,,X
_mm_comeq_epu16,SSE5,,,,,,,,,X
_mm_comeq_epu32,SSE5,,,,,,,,,X
_mm_comeq_epu64,SSE5,,,,,,,,,X
_mm_comeq_epu8,SSE5,,,,,,,,,X
_mm_comeq_pd,SSE5,,,,,,,,,X
_mm_comeq_ps,SSE5,,,,,,,,,X
_mm_comeq_sd,SSE5,,,,,,,,,X
_mm_comeq_ss,SSE5,,,,,,,,,X
_mm_comfalse_epi16,SSE5,,,,,,,,,X
_mm_comfalse_epi32,SSE5,,,,,,,,,X
_mm_comfalse_epi64,SSE5,,,,,,,,,X
_mm_comfalse_epi8,SSE5,,,,,,,,,X
_mm_comfalse_epu16,SSE5,,,,,,,,,X
_mm_comfalse_epu32,SSE5,,,,,,,,,X
_mm_comfalse_epu64,SSE5,,,,,,,,,X
_mm_comfalse_epu8,SSE5,,,,,,,,,X
_mm_comfalse_pd,SSE5,,,,,,,,,X
_mm_comfalse_ps,SSE5,,,,,,,,,X
_mm_comfalse_sd,SSE5,,,,,,,,,X
_mm_comfalse_ss,SSE5,,,,,,,,,X
_mm_comge_epi16,SSE5,,,,,,,,,X
_mm_comge_epi32,SSE5,,,,,,,,,X
_mm_comge_epi64,SSE5,,,,,,,,,X
_mm_comge_epi8,SSE5,,,,,,,,,X
_mm_comge_epu16,SSE5,,,,,,,,,X
_mm_comge_epu32,SSE5,,,,,,,,,X
_mm_comge_epu64,SSE5,,,,,,,,,X
